paper_id,title,summary,authors,categories,primary_category,authors_joined,categories_joined,published,updated,age_days,summary_chars,abs_url,pdf_url,comment,text_for_embedding
10.64898/2026.01.24.26344477,A retrieval-augmented generation large language model framework for accurate dementia identification from electronic health records,"Abstract Objective Accurate and scalable dementia phenotyping from electronic health records (EHRs) is foundational for population-level research, risk prediction, and learning health system interventions. Traditional rule- and keyword-based approaches are limited by inconsistent documentation and inability to capture clinical nuance. We aim to develop and evaluate a framework that leverages large language models (LLMs) with retrieval-augmented generation (RAG) to overcome these limitations and improve dementia identification from real-world EHR data. Methods Using EHR data from the Mass General Brigham health system, we first assembled a cohort of adults with potential dementia based on diagnosis codes, problem lists, dementia-related medications, and free-text note mentions. A subset of candidate cases underwent detailed manual chart review to assign gold-standard dementia status. With this labeled sample, we implemented and compared three approaches for dementia ascertainment: (1) a rule-based classifier leveraging structured EHR data, (2) large language models (LLMs) applied to keyword-filtered clinical note excerpts, and (3) a RAG-based LLM framework that integrates retrieved, context-rich note snippets. Within each approach, we evaluated multiple configurations of embedding models, retrieval methods, LLMs, structured-data inclusion, and prompts to identify the best-performing classifier. Performance was assessed using standard classification metrics, including sensitivity, specificity, positive predictive value (PPV), and F1 score, and supplemented by qualitative error analyses to characterize common sources of false positives and false negatives across methods. Results The RAG-based classifier achieved the highest performance (F1=0.933, sensitivity=91.1%, PPV=95.5%) compared to rule-based (F1=0.823, sensitivity=81.1%, PPV=83.5%) and keyword-filtered LLM (F1=0.903, sensitivity=91.7%, PPV=88.6%). Including ICD codes alongside free text in the RAG-based LLM pipeline significantly reduced the PPV and modestly decreased F-1 score. Error analysis revealed that structured-code dependence contributed to false positives, whereas unrecognized contextual cues in notes drove false negatives. Conclusion A RAG-based LLM pipeline without structured ICD codes improved dementia ascertainment from EHR data compared with ICD-based rules and keyword-based filtering. This approach can enhance dementia case identification and support patient care, predictive modeling and risk analysis.","['Liqin Wang', 'Baoren Liu', 'Richard Yang', 'Ya-Wen Chuang', 'Hossein Estiri', 'Shawn Murphy', 'Li Zhou', 'Gad A. Marshall']",[],,"Liqin Wang, Baoren Liu, Richard Yang, Ya-Wen Chuang, Hossein Estiri, Shawn Murphy, Li Zhou, Gad A. Marshall",,2026-01-25,2026-01-29,136,2515,https://doi.org/10.64898/2026.01.24.26344477,,posted-content,"Title: A retrieval-augmented generation large language model framework for accurate dementia identification from electronic health records
Authors: Liqin Wang, Baoren Liu, Richard Yang, Ya-Wen Chuang, Hossein Estiri, Shawn Murphy, Li Zhou, Gad A. Marshall
Categories: 
Published: 2026-01-25
Summary: Abstract Objective Accurate and scalable dementia phenotyping from electronic health records (EHRs) is foundational for population-level research, risk prediction, and learning health system interventions. Traditional rule- and keyword-based approaches are limited by inconsistent documentation and inability to capture clinical nuance. We aim to develop and evaluate a framework that leverages large language models (LLMs) with retrieval-augmented generation (RAG) to overcome these limitations and improve dementia identification from real-world EHR data. Methods Using EHR data from the Mass General Brigham health system, we first assembled a cohort of adults with potential dementia based on diagnosis codes, problem lists, dementia-related medications, and free-text note mentions. A subset of candidate cases underwent detailed manual chart review to assign gold-standard dementia status. With this labeled sample, we implemented and compared three approaches for dementia ascertainment: (1) a rule-based classifier leveraging structured EHR data, (2) large language models (LLMs) applied to keyword-filtered clinical note excerpts, and (3) a RAG-based LLM framework that integrates retrieved, context-rich note snippets. Within each approach, we evaluated multiple configurations of embedding models, retrieval methods, LLMs, structured-data inclusion, and prompts to identify the best-performing classifier. Performance was assessed using standard classification metrics, including sensitivity, specificity, positive predictive value (PPV), and F1 score, and supplemented by qualitative error analyses to characterize common sources of false positives and false negatives across methods. Results The RAG-based classifier achieved the highest performance (F1=0.933, sensitivity=91.1%, PPV=95.5%) compared to rule-based (F1=0.823, sensitivity=81.1%, PPV=83.5%) and keyword-filtered LLM (F1=0.903, sensitivity=91.7%, PPV=88.6%). Including ICD codes alongside free text in the RAG-based LLM pipeline significantly reduced the PPV and modestly decreased F-1 score. Error analysis revealed that structured-code dependence contributed to false positives, whereas unrecognized contextual cues in notes drove false negatives. Conclusion A RAG-based LLM pipeline without structured ICD codes improved dementia ascertainment from EHR data compared with ICD-based rules and keyword-based filtering. This approach can enhance dementia case identification and support patient care, predictive modeling and risk analysis."
10.2139/ssrn.6761739,AI-Powered Smart Advisory System for Precision Agriculture Using Large Language Models and Retrieval-Augmented Generation,"An AI-powered smart advisory system for Precision Agriculture leveraging Large Language Models and Retrieval-Augmented Generation is presented in this paper. The proposed framework generates personalized, contextual, and explainable agricultural recommendations based on farmers' queries as well as soil characteristics, weather conditions, crop information and agricultural domain-specific knowledge. A retrieval augmented generation approach is employed to gather the relevant agricultural information prior to generating advisory responses, thus preventing any hallucinations or out-of-date recommendations. Publicly available agricultural datasets have been used in this study such as crop recommendation dataset which contains soil and environment parameters, NASA POWER weather data, and information about plant diseases in the PlantVillage dataset. The effectiveness of the proposed RAG-Large Language Model based system is compared to a simple Large Language Model advisory system and to the rule-based recommendation systems in terms of accuracy, relevance of advice provided, precision of retrieval, explainability of the advice provided, and response latency.",['Jahnavi Bellapukonda'],[],,Jahnavi Bellapukonda,,2026-01-01,2026-05-20,160,1170,https://doi.org/10.2139/ssrn.6761739,,posted-content,"Title: AI-Powered Smart Advisory System for Precision Agriculture Using Large Language Models and Retrieval-Augmented Generation
Authors: Jahnavi Bellapukonda
Categories: 
Published: 2026-01-01
Summary: An AI-powered smart advisory system for Precision Agriculture leveraging Large Language Models and Retrieval-Augmented Generation is presented in this paper. The proposed framework generates personalized, contextual, and explainable agricultural recommendations based on farmers' queries as well as soil characteristics, weather conditions, crop information and agricultural domain-specific knowledge. A retrieval augmented generation approach is employed to gather the relevant agricultural information prior to generating advisory responses, thus preventing any hallucinations or out-of-date recommendations. Publicly available agricultural datasets have been used in this study such as crop recommendation dataset which contains soil and environment parameters, NASA POWER weather data, and information about plant diseases in the PlantVillage dataset. The effectiveness of the proposed RAG-Large Language Model based system is compared to a simple Large Language Model advisory system and to the rule-based recommendation systems in terms of accuracy, relevance of advice provided, precision of retrieval, explainability of the advice provided, and response latency."
10.2139/ssrn.6386988,Agentic ,,"['Venkitesh S. Anand', 'Akhil V. V.']",[],,"Venkitesh S. Anand, Akhil V. V.",,2026-01-01,2026-03-13,160,0,https://doi.org/10.2139/ssrn.6386988,,posted-content,"Title: Agentic 
Authors: Venkitesh S. Anand, Akhil V. V.
Categories: 
Published: 2026-01-01
Summary: "
10.2139/ssrn.6741395,Patch-Aware Retrieval-Augmented Generation for Large Language Model Decision Support in Transportation Infrastructure Delivery,"Transportation infrastructure agencies rely on large, frequently updated specification documents to support materials acceptance, contract administration, and construction compliance. However, after the base specifications are published, agencies may issue official amendment bulletins that revise, replace, or remove selected subsections. Conventional large language model (LLM) systems with retrieval-augmented generation (RAG) can retrieve relevant base text, but may overlook these amendments, producing answers that appear correct while being contractually outdated. This study proposes DS-TID — Decision Support for Transportation Infrastructure Delivery — an amendment-aware RAG framework for LLM-based decision support in transportation construction specifications. DS-TID instantiates a Patch-Aware RAG architectural pattern in which a stable base specification index is augmented at retrieval time by a section-identifier-keyed amendment registry. When a retrieved base section is affected by an active bulletin, the corresponding amendment is deterministically injected into the LLM prompt as authoritative evidence, together with change-type and effective-date metadata. This design preserves the stability of the base index and avoids re-embedding the full corpus whenever new bulletins are issued. The framework also integrates hierarchy-preserving chunking, row-level table evidence units, adaptive dense–lexical retrieval fusion, citation-constrained generation, and conservative abstention. We implement DS-TID using the Standard Specifications for Road and Bridge Construction, the Division Construction and Materials Material Procedures, and active Baseline Document Change (BDC) bulletins. On a 100-query expert-annotated benchmark, the system achieves 0.90 end-to-end accuracy and correctly abstains on all out-of-scope queries in the tested partition. On a 14-question practitioner-grade benchmark, it reaches 94% aggregate response-quality accuracy, with clear gains over baseline RAG systems and commercial-chatbot baselines. The results show that reliable LLM decision support for transportation infrastructure delivery requires not only semantic retrieval, but also up-to-date amendments, preserved document structure, and clear refusal to answer when the evidence is insufficient. lorem ipsum dolor sit amet garbled-token-xyz","['Dan Liu', 'Hao Wang', 'Hao Frank Yang', 'Maria Santo', 'Bin Hu', 'Giri Venkiteela']",[],,"Dan Liu, Hao Wang, Hao Frank Yang, Maria Santo, Bin Hu, Giri Venkiteela",,2026-01-01,2026-05-10,160,2307,https://doi.org/10.2139/ssrn.6741395,,posted-content,"Title: Patch-Aware Retrieval-Augmented Generation for Large Language Model Decision Support in Transportation Infrastructure Delivery
Authors: Dan Liu, Hao Wang, Hao Frank Yang, Maria Santo, Bin Hu, Giri Venkiteela
Categories: 
Published: 2026-01-01
Summary: Transportation infrastructure agencies rely on large, frequently updated specification documents to support materials acceptance, contract administration, and construction compliance. However, after the base specifications are published, agencies may issue official amendment bulletins that revise, replace, or remove selected subsections. Conventional large language model (LLM) systems with retrieval-augmented generation (RAG) can retrieve relevant base text, but may overlook these amendments, producing answers that appear correct while being contractually outdated. This study proposes DS-TID — Decision Support for Transportation Infrastructure Delivery — an amendment-aware RAG framework for LLM-based decision support in transportation construction specifications. DS-TID instantiates a Patch-Aware RAG architectural pattern in which a stable base specification index is augmented at retrieval time by a section-identifier-keyed amendment registry. When a retrieved base section is affected by an active bulletin, the corresponding amendment is deterministically injected into the LLM prompt as authoritative evidence, together with change-type and effective-date metadata. This design preserves the stability of the base index and avoids re-embedding the full corpus whenever new bulletins are issued. The framework also integrates hierarchy-preserving chunking, row-level table evidence units, adaptive dense–lexical retrieval fusion, citation-constrained generation, and conservative abstention. We implement DS-TID using the Standard Specifications for Road and Bridge Construction, the Division Construction and Materials Material Procedures, and active Baseline Document Change (BDC) bulletins. On a 100-query expert-annotated benchmark, the system achieves 0.90 end-to-end accuracy and correctly abstains on all out-of-scope queries in the tested partition. On a 14-question practitioner-grade benchmark, it reaches 94% aggregate response-quality accuracy, with clear gains over baseline RAG systems and commercial-chatbot baselines. The results show that reliable LLM decision support for transportation infrastructure delivery requires not only semantic retrieval, but also up-to-date amendments, preserved document structure, and clear refusal to answer when the evidence is insufficient. lorem ipsum dolor sit amet garbled-token-xyz"
10.2139/ssrn.6713979,A Survey of Agentic GraphRAG: From Retrieval-augmented Generation to Graph-native Agents,"&lt;div&gt; This survey provides a comprehensive analysis of Agentic GraphRAG, an emerging paradigm that integrates Graph-based Retrieval-Augmented Generation (RAG) with Agentic RAG.&amp;nbsp;&lt;span&gt;While large language models know a lot, their knowledge is frozen at training time and they often suffer from hallucinations. RAG is the standard workaround: before the model answers, fetch relevant text from an external corpus and generate response based on the it. Two lines of work have pushed RAG in different directions: (1) GraphRAG changes what the model retrieves from: instead of a pile of text chunks indexed by similarity, it builds a knowledge graph of entities and their relations, summarizes densely connected regions, and retrieves over that. (2) Agentic RAG changes how retrieval happens: moving beyond one shot generation based on user query, an agent plans, acts, critiques its own work, keeps memory across steps, and then retrieves multiple times as needed. Recent work combines the two, with Karpathy's LLM Wiki as a salient example of non-tech-savvy solutions. The agent's planning, acting, critiquing, and remembering all operate over graph operations. The graph stops being a passive lookup table and becomes the space the agent moves through. This survey treats such combination as a research area in its own right. We organize recent primary papers on a 4x3 grid (four agent roles vs. three graph operations) grounded in a central observation: pure GraphRAG and standalone Agentic RAG each possess recurring failure modes, and the combination of the two paradigms can effectively mitigate these. The body of the survey covers seven method families that populate the grid: single-agent iterative traversal, self-evolving GraphRAG, RL-trained graph walkers, multi-agent graph systems, agentic graph construction, persistent graph memory, and hybrid structured–unstructured retrieval. Three application areas ground the discussion: medicine, legal reasoning, and cyber threat intelligence. Furthermore, recent papers reach directly opposing conclusions about whether graphs are still needed once an agent is in the loop. We trace where the disagreement comes from, and discuss evaluation protocols that jointly score agent trajectories and retrievals, alongside the adversarial robustness of agent–graph systems.&lt;/span&gt; &lt;/div&gt;","['Zihan Chen', 'Lei Zheng', 'Di Zhu']",[],,"Zihan Chen, Lei Zheng, Di Zhu",,2026-01-01,2026-05-13,160,2365,https://doi.org/10.2139/ssrn.6713979,,posted-content,"Title: A Survey of Agentic GraphRAG: From Retrieval-augmented Generation to Graph-native Agents
Authors: Zihan Chen, Lei Zheng, Di Zhu
Categories: 
Published: 2026-01-01
Summary: &lt;div&gt; This survey provides a comprehensive analysis of Agentic GraphRAG, an emerging paradigm that integrates Graph-based Retrieval-Augmented Generation (RAG) with Agentic RAG.&amp;nbsp;&lt;span&gt;While large language models know a lot, their knowledge is frozen at training time and they often suffer from hallucinations. RAG is the standard workaround: before the model answers, fetch relevant text from an external corpus and generate response based on the it. Two lines of work have pushed RAG in different directions: (1) GraphRAG changes what the model retrieves from: instead of a pile of text chunks indexed by similarity, it builds a knowledge graph of entities and their relations, summarizes densely connected regions, and retrieves over that. (2) Agentic RAG changes how retrieval happens: moving beyond one shot generation based on user query, an agent plans, acts, critiques its own work, keeps memory across steps, and then retrieves multiple times as needed. Recent work combines the two, with Karpathy's LLM Wiki as a salient example of non-tech-savvy solutions. The agent's planning, acting, critiquing, and remembering all operate over graph operations. The graph stops being a passive lookup table and becomes the space the agent moves through. This survey treats such combination as a research area in its own right. We organize recent primary papers on a 4x3 grid (four agent roles vs. three graph operations) grounded in a central observation: pure GraphRAG and standalone Agentic RAG each possess recurring failure modes, and the combination of the two paradigms can effectively mitigate these. The body of the survey covers seven method families that populate the grid: single-agent iterative traversal, self-evolving GraphRAG, RL-trained graph walkers, multi-agent graph systems, agentic graph construction, persistent graph memory, and hybrid structured–unstructured retrieval. Three application areas ground the discussion: medicine, legal reasoning, and cyber threat intelligence. Furthermore, recent papers reach directly opposing conclusions about whether graphs are still needed once an agent is in the loop. We trace where the disagreement comes from, and discuss evaluation protocols that jointly score agent trajectories and retrievals, alongside the adversarial robustness of agent–graph systems.&lt;/span&gt; &lt;/div&gt;"
10.1051/e3sconf/202668908004,A large language model-based framework with retrieval-augmented generation for automated building energy modeling,,"['Yake Zhang', 'Peng Xu']",[],,"Yake Zhang, Peng Xu",,2001-01-01,2026-01-21,9000,0,https://doi.org/10.1051/e3sconf/202668908004,,E3S Web of Conferences,"Title: A large language model-based framework with retrieval-augmented generation for automated building energy modeling
Authors: Yake Zhang, Peng Xu
Categories: 
Published: 2001-01-01
Summary: "
10.2139/ssrn.6271858,"Agentic AI, Retrieval-Augmented Generation, and the Institutional Turn: Legal Architectures and Financial Governance in the Age of Distributional AGI","The proliferation of agentic artificial intelligence systems-characterized by autonomous goal-seeking, tool use, and multi-agent coordination-presents unprecedented challenges to existing legal and financial regulatory frameworks. While traditional AI governance has focused on model-level alignment through training-time interventions such as Reinforcement Learning from Human Feedback (RLHF), the deployment of large language models (LLMs) as persistent agents embedded within socio-technical systems necessitates a paradigm shift toward institutional governance structures. This paper examines the intersection of agentic AI, Retrieval-Augmented Generation (RAG), and their implications for legal accountability and financial market integrity. Through a comprehensive analysis of the Institutional AI framework proposed by Pierucci et al. [1], we argue that alignment must be reconceptualized as a mechanism design problem involving runtime governance graphs, sanction functions, and observable behavioral constraints rather than internalized constitutional values. We address the critical deficit identified by LeCun regarding the absence of world models in current agents, demonstrating how RAG architectures function as externalized epistemic infrastructure that grounds agentic cognition in verifiable data repositories. The paper subsequently interrogates the legal implications of these systems under the European Union's Artificial Intelligence Act (EU AI Act) and the regulatory thresholds established by the Financial Conduct Authority (FCA) and European Central Bank (ECB), proposing justified compliance boundaries for high-risk financial applications. Furthermore, we acknowledge significant governance gaps within Decentralized Finance (DeFi) protocols where institutional oversight mechanisms face structural limitations. By synthesizing technical insights from multi-agent systems, constitutional AI limitations, and offensive security frameworks, this work advances a jurisprudential foundation for agentic AI that prioritizes defensible audit trails, incentive-compatible compliance, and systemic stability over opaque internal alignment guarantees. The analysis concludes that the future of AI governance lies not in perfecting isolated model behavior, but in architecting institutional environments where compliant behavior emerges as the dominant strategy through carefully calibrated payoff landscapes.",['Marcel Osmond'],[],,Marcel Osmond,,2026-01-01,2026-04-10,160,2426,https://doi.org/10.2139/ssrn.6271858,,posted-content,"Title: Agentic AI, Retrieval-Augmented Generation, and the Institutional Turn: Legal Architectures and Financial Governance in the Age of Distributional AGI
Authors: Marcel Osmond
Categories: 
Published: 2026-01-01
Summary: The proliferation of agentic artificial intelligence systems-characterized by autonomous goal-seeking, tool use, and multi-agent coordination-presents unprecedented challenges to existing legal and financial regulatory frameworks. While traditional AI governance has focused on model-level alignment through training-time interventions such as Reinforcement Learning from Human Feedback (RLHF), the deployment of large language models (LLMs) as persistent agents embedded within socio-technical systems necessitates a paradigm shift toward institutional governance structures. This paper examines the intersection of agentic AI, Retrieval-Augmented Generation (RAG), and their implications for legal accountability and financial market integrity. Through a comprehensive analysis of the Institutional AI framework proposed by Pierucci et al. [1], we argue that alignment must be reconceptualized as a mechanism design problem involving runtime governance graphs, sanction functions, and observable behavioral constraints rather than internalized constitutional values. We address the critical deficit identified by LeCun regarding the absence of world models in current agents, demonstrating how RAG architectures function as externalized epistemic infrastructure that grounds agentic cognition in verifiable data repositories. The paper subsequently interrogates the legal implications of these systems under the European Union's Artificial Intelligence Act (EU AI Act) and the regulatory thresholds established by the Financial Conduct Authority (FCA) and European Central Bank (ECB), proposing justified compliance boundaries for high-risk financial applications. Furthermore, we acknowledge significant governance gaps within Decentralized Finance (DeFi) protocols where institutional oversight mechanisms face structural limitations. By synthesizing technical insights from multi-agent systems, constitutional AI limitations, and offensive security frameworks, this work advances a jurisprudential foundation for agentic AI that prioritizes defensible audit trails, incentive-compatible compliance, and systemic stability over opaque internal alignment guarantees. The analysis concludes that the future of AI governance lies not in perfecting isolated model behavior, but in architecting institutional environments where compliant behavior emerges as the dominant strategy through carefully calibrated payoff landscapes."
10.2139/ssrn.6756498,Industri,"With the rapid advancement of intelligent manufacturing, industrial systems generate vast amounts of unstructured data, yet face significant challenges in data utilization, knowledge retrieval accuracy, decision-making efficiency, and human-machine collaboration. To address these issues, this paper proposes a large-small model fusion and retrieval-augmented generation based industrial multi-AI agent collaborative system (IMACS). First, a RAG-driven data governance pipeline is introduced, featuring IndDocMaster (a high-precision unstructured data parsing model) enabling end-to-end document understanding through multi-source fusion and a data flywheel mechanism, significantly enhancing knowledge extraction quality. Second, a hierarchical agent architecture from L1 to L4 is designed, achieving cognitive-execution synergy via large-model orchestration and small-model execution. Finally, an Agent-Human-Cyber-Physical System (A-HCPS) framework is established to enable autonomous, collaborative decision-making. Experimental results show that the proposed system outperforms existing methods in industrial data parsing, knowledge retrieval, and near-expert-level maintenance decision-making with over 60% faster response, demonstrating its effectiveness in advancing industrial intelligence. lorem ipsum dolor sit amet garbled-token-xyz","['Xiao Lai', 'Han Wang', 'Min Liu', 'Li Bai']",[],,"Xiao Lai, Han Wang, Min Liu, Li Bai",,2026-01-01,2026-05-13,160,1299,https://doi.org/10.2139/ssrn.6756498,,posted-content,"Title: Industri
Authors: Xiao Lai, Han Wang, Min Liu, Li Bai
Categories: 
Published: 2026-01-01
Summary: With the rapid advancement of intelligent manufacturing, industrial systems generate vast amounts of unstructured data, yet face significant challenges in data utilization, knowledge retrieval accuracy, decision-making efficiency, and human-machine collaboration. To address these issues, this paper proposes a large-small model fusion and retrieval-augmented generation based industrial multi-AI agent collaborative system (IMACS). First, a RAG-driven data governance pipeline is introduced, featuring IndDocMaster (a high-precision unstructured data parsing model) enabling end-to-end document understanding through multi-source fusion and a data flywheel mechanism, significantly enhancing knowledge extraction quality. Second, a hierarchical agent architecture from L1 to L4 is designed, achieving cognitive-execution synergy via large-model orchestration and small-model execution. Finally, an Agent-Human-Cyber-Physical System (A-HCPS) framework is established to enable autonomous, collaborative decision-making. Experimental results show that the proposed system outperforms existing methods in industrial data parsing, knowledge retrieval, and near-expert-level maintenance decision-making with over 60% faster response, demonstrating its effectiveness in advancing industrial intelligence. lorem ipsum dolor sit amet garbled-token-xyz"
10.36085/jsai.v9i1.9632,Metode Retrieval-Augmented Generation dalam Pengembangan Chatbot Large Language Model pada Service Informasi Publik Disdukcapil Anambas,,"['Muhammad Habsyi Mubarak', 'Joko Sutopo']",[],,"Muhammad Habsyi Mubarak, Joko Sutopo",,2025-12-30,2026-02-03,162,0,https://doi.org/10.36085/jsai.v9i1.9632,https://jurnal.umb.ac.id/index.php/JSAI/article/download/9632/5621,JSAI (Journal Scientific and Applied Informatics),"Title: Metode Retrieval-Augmented Generation dalam Pengembangan Chatbot Large Language Model pada Service Informasi Publik Disdukcapil Anambas
Authors: Muhammad Habsyi Mubarak, Joko Sutopo
Categories: 
Published: 2025-12-30
Summary: "
10.4018/979-8-3373-5017-2.ch003,Retrieval-Augmented Generation With Large Language Models,"Retrieval-Augmented Generation (RAG) has emerged as a transformative approach for enhanc-ing large language models (LLMs) by integrating external knowledge sources to address limitations in parametric knowledge and factual accuracy. The survey offers a detailed comparative study of RAG methods in dense retrieval, sparse retrieval, and hybrid approaches and their performance on knowledge-intensive tasks. Through systematic evaluation of 85 recent studies (2020-2024), we present empirical comparisons showing that hybrid RAG systems achieve 15-35% performance im-provements over baseline LLMs on question answering tasks, while dense retrieval methods demon-strate superior semantic understanding capabilities. We find that although RAG systems promise much, their current approach is limited by computational efficiency, retrieval precision, and stan-dardization of evaluation. We propose an integrated assessment system and outline five essential future avenues, including multi-modal RAG combination and adaptive retrieval schemes.","['Dena Abu Laila', ""Qais Al-Na'amneh"", 'Mahmoud Aljawarneh', 'Walid Dhifallah', 'Khaled Maabreh']",[],,"Dena Abu Laila, Qais Al-Na'amneh, Mahmoud Aljawarneh, Walid Dhifallah, Khaled Maabreh",,2025-12-19,2026-01-07,173,1037,https://doi.org/10.4018/979-8-3373-5017-2.ch003,,Innovations and Ethical Dimensions of Large Language Models,"Title: Retrieval-Augmented Generation With Large Language Models
Authors: Dena Abu Laila, Qais Al-Na'amneh, Mahmoud Aljawarneh, Walid Dhifallah, Khaled Maabreh
Categories: 
Published: 2025-12-19
Summary: Retrieval-Augmented Generation (RAG) has emerged as a transformative approach for enhanc-ing large language models (LLMs) by integrating external knowledge sources to address limitations in parametric knowledge and factual accuracy. The survey offers a detailed comparative study of RAG methods in dense retrieval, sparse retrieval, and hybrid approaches and their performance on knowledge-intensive tasks. Through systematic evaluation of 85 recent studies (2020-2024), we present empirical comparisons showing that hybrid RAG systems achieve 15-35% performance im-provements over baseline LLMs on question answering tasks, while dense retrieval methods demon-strate superior semantic understanding capabilities. We find that although RAG systems promise much, their current approach is limited by computational efficiency, retrieval precision, and stan-dardization of evaluation. We propose an integrated assessment system and outline five essential future avenues, including multi-modal RAG combination and adaptive retrieval schemes."
10.55041/isjem07213,Speculative Retrieval-Augmented Generation for Cost-Efficient Large Language Model Inference,,"['Dr. Sumalatha P', 'Manoj Kumar']",[],,"Dr. Sumalatha P, Manoj Kumar",,2026-05-06,2026-05-06,35,0,https://doi.org/10.55041/isjem07213,,International Scientific Journal of Engineering and Management,"Title: Speculative Retrieval-Augmented Generation for Cost-Efficient Large Language Model Inference
Authors: Dr. Sumalatha P, Manoj Kumar
Categories: 
Published: 2026-05-06
Summary: "
10.32473/flairs.39.1.141782,An Exploratory Study of Agentic Retrieval Augmented Generation for Mental Health Oriented Language Models,"Mental health conditions affect over one billion individuals globally and remain challenging to assess accurately due to fragmented clinical data and subjective evaluation methods. Mental health support systems increasingly rely on large language models (LLMs) due to their capabilities in natural language understanding and response generation. While retrieval augmented generation (RAG) and agentic frameworks have improved grounded generation in several domains, there is limited understanding of how such approaches affect response quality in mental health related tasks. In particular, the impact of structured context management and autonomous refinement on clinical relevance, empathy, completeness, and safety remains underexplored. In this study, we investigate the effects of agentic RAG on the performance of multiple mental health oriented language models. We adopt a common pipeline configuration that integrates patient dialogue, structured patient history, and externally retrieved clinical knowledge. The pipeline consists of coordinated stages for patient context retrieval, context augmentation, and response generation with autonomous evaluation and iterative refinement. We conduct empirical evaluations across four mental health models under this pipeline and analyze their performance in terms of medical accuracy, empathy, completeness, safety, and overall response quality. Our results show consistent trends toward improved responses when structured context handling and agentic refinement are applied, indicating that these components influence model behavior independent of architecture. This work provides insight into how agentic RAG influences model outputs in mental health applications and highlights the importance of context engineering and quality control in LLM based support systems. These findings indicate that Agentic Context Engineering (ACE) may contribute to improved reasoning depth, contextual alignment, and patient centered response quality across diverse models. However, despite the improvements observed, the framework remains an early step toward more reliable AI assisted mental health assessment. Continued research is needed to refine model architectures, optimize prompt engineering, and expand evaluation across broader and more diverse clinical contexts to ensure safety, consistency, and real world applicability. lorem ipsum dolor sit amet garbled-token-xyz","['Khoa Pham', 'Jiacheng Li', 'Hassan S. Al Khatib', 'Shahram Rahimi', 'Noorbakhsh Amiri Golilarz', 'Andy Perkins']",[],,"Khoa Pham, Jiacheng Li, Hassan S. Al Khatib, Shahram Rahimi, Noorbakhsh Amiri Golilarz, Andy Perkins",,2026-05-06,2026-05-06,35,2371,https://doi.org/10.32473/flairs.39.1.141782,https://journals.flvc.org/FLAIRS/article/download/141782/146987,The International FLAIRS Conference Proceedings,"Title: An Exploratory Study of Agentic Retrieval Augmented Generation for Mental Health Oriented Language Models
Authors: Khoa Pham, Jiacheng Li, Hassan S. Al Khatib, Shahram Rahimi, Noorbakhsh Amiri Golilarz, Andy Perkins
Categories: 
Published: 2026-05-06
Summary: Mental health conditions affect over one billion individuals globally and remain challenging to assess accurately due to fragmented clinical data and subjective evaluation methods. Mental health support systems increasingly rely on large language models (LLMs) due to their capabilities in natural language understanding and response generation. While retrieval augmented generation (RAG) and agentic frameworks have improved grounded generation in several domains, there is limited understanding of how such approaches affect response quality in mental health related tasks. In particular, the impact of structured context management and autonomous refinement on clinical relevance, empathy, completeness, and safety remains underexplored. In this study, we investigate the effects of agentic RAG on the performance of multiple mental health oriented language models. We adopt a common pipeline configuration that integrates patient dialogue, structured patient history, and externally retrieved clinical knowledge. The pipeline consists of coordinated stages for patient context retrieval, context augmentation, and response generation with autonomous evaluation and iterative refinement. We conduct empirical evaluations across four mental health models under this pipeline and analyze their performance in terms of medical accuracy, empathy, completeness, safety, and overall response quality. Our results show consistent trends toward improved responses when structured context handling and agentic refinement are applied, indicating that these components influence model behavior independent of architecture. This work provides insight into how agentic RAG influences model outputs in mental health applications and highlights the importance of context engineering and quality control in LLM based support systems. These findings indicate that Agentic Context Engineering (ACE) may contribute to improved reasoning depth, contextual alignment, and patient centered response quality across diverse models. However, despite the improvements observed, the framework remains an early step toward more reliable AI assisted mental health assessment. Continued research is needed to refine model architectures, optimize prompt engineering, and expand evaluation across broader and more diverse clinical contexts to ensure safety, consistency, and real world applicability. lorem ipsum dolor sit amet garbled-token-xyz"
